"";"name";"genre";"subscribers";"videos";"views";"lastvideo";"link"
"1";"2CELLOS";"Music";5680000;203;180000000;"2021-04-28";"http://www.youtube.com/channel/UCyjuFsbclXyntSRMBAILzbw"
"2";"HAUSER";"Music";1830000;168;457000000;"2021-05-01";"http://www.youtube.com/channel/UC09GemGjss3hPdljwtJ8TPA"
"3";"Doctor D.S.";"Autos & Vehicles";1750000;208;410000000;"2021-05-01";"http://www.youtube.com/channel/UCPJ61cXBMjpjyCcb5OhUzEg"
"4";"KingsOfFailsShow";"Gaming";1150000;1708;514000000;"2021-05-09";"http://www.youtube.com/channel/UCvwDNr7ec4Qaa_25VYOMhxg"
"5";"agadmator's Chess Channel";"Entertainment";1110000;2200;454000000;"2021-05-12";"http://www.youtube.com/channel/UCL5YbN5WLFD8dLIegT5QAbA"
"6";"BloodMaster";"Gaming";1070000;1208;711000000;"2021-05-08";"http://www.youtube.com/channel/UCkzsValVHpv7wKnULt5q66w"
"7";"JoomBoos";"Entertainment";910000;2071;419000000;"2021-05-12";"http://www.youtube.com/channel/UCx0mr1alzkR_oX7oHf77BHw"
"8";"Ivanowski";"Gaming";848000;172;390000000;"2021-01-08";"http://www.youtube.com/channel/UCsZ8eHWcQSwLeeQxMF3PGzA"
"9";"OrangeGuy";"Gaming";791000;527;122000000;"2021-03-22";"http://www.youtube.com/channel/UCy7Xi4MM7rl-YyzWFphxVCA"
"10";"Severina";"Music";645000;816;784000000;"2021-05-01";"http://www.youtube.com/channel/UC_vH8DvvkrMB3D69NBdjLnQ"
"11";"Supertalent";"Entertainment";614000;628;358000000;"2019-12-27";"http://www.youtube.com/channel/UCq6NBOVfJ3UG2oGojL44E6w"
"12";"The Dark Den";"Pets & Animals";575000;558;90600000;"2021-05-10";"http://www.youtube.com/channel/UC178kThBUvGNps5cabRP_2Q"
"13";"HCL.hr";"Gaming";544000;2299;220000000;"2021-05-10";"http://www.youtube.com/channel/UCoAVMy_9E_n75aZXbotfVjw"
"14";"Binkov's Battlegrounds";"Education";538000;164;98600000;"2021-05-05";"http://www.youtube.com/channel/UCPdk3JuQGxOCMlZLLt4drhw"
"15";"TheSikrt";"Entertainment";518000;324;119000000;"2021-05-02";"http://www.youtube.com/channel/UC7rKXbrA7eVxMJswULkejcQ"
"16";"Nugato";"Gaming";512000;883;81600000;"2021-04-28";"http://www.youtube.com/channel/UCT1xv_rVS0bvk8ZSz7AKqDw"
"17";"Folli";"Gaming";501000;80;48400000;"2021-05-13";"http://www.youtube.com/channel/UC8XAvvzpdg8LJnpqgQrvfxg"
"18";"CbyS Paracord and More";"Howto & Style";483000;485;64700000;"2021-05-07";"http://www.youtube.com/channel/UCe1owj2H10TXrB3TOFmtV0w"
"19";"NOVA TV";"Entertainment";481000;5821;573000000;"2021-05-16";"http://www.youtube.com/channel/UCbzmcyoz_CzJJgHonmkJ23g"
"20";"Zakon Braæe";"Entertainment";466000;563;111000000;"2021-04-30";"http://www.youtube.com/channel/UCMlJ8PqQvhwU1YatgxvHrtA"
"21";"ComedyCat";"Entertainment";427000;202;30900000;"2021-05-05";"http://www.youtube.com/channel/UCgt45fhDQoQM5HLBd3VAqvQ"
"22";"Future Bass Mix";"Music";425000;2595;186000000;"2021-05-12";"http://www.youtube.com/channel/UCRiCm3PH5riqxXZCHfbQxJQ"
"23";"Mi Klinci";"Education";407000;117;259000000;"2020-05-12";"http://www.youtube.com/channel/UCAH8_gJ49UcWcvBpYjoT13Q"
"24";"Dennis Domian";"Entertainment";403000;355;100000000;"2021-05-11";"http://www.youtube.com/channel/UC9ocwnNOrNeF9JE97KlmJqQ"
"25";"Sašina Kuhinja";"Howto & Style";400000;1084;150000000;"2021-05-10";"http://www.youtube.com/channel/UCctk3L2M9Dw_EmcVkuAMX4Q"
"26";"Croatia Records";"Entertainment";359000;3378;538000000;"2021-05-13";"http://www.youtube.com/channel/UCm3VSb_0u6LOX38LTnOdttg"
"27";"MarkoKC";"Gaming";356000;1010;82400000;"2021-05-09";"http://www.youtube.com/channel/UCYcXicWbPZ-p2zQRStpYrEg"
"28";"Katrinci";"Film and Animation";343000;92;32500000;"2021-05-02";"http://www.youtube.com/channel/UCecg9oqifmhkTNEC_Io80pQ"
"29";"Gloria Berger";"People & Blogs";341000;534;74900000;"2021-04-06";"http://www.youtube.com/channel/UChKzDUJC_OzH054LMSmNeGg"
"30";"Progressive Astronaut";"Music";332000;1966;56500000;"2021-05-11";"http://www.youtube.com/channel/UCE2IKH8vYeRHLgaxFu0Paxw"
"31";"8rasta9";"Gaming";331000;284;29600000;"2021-03-21";"http://www.youtube.com/channel/UCo0-Trh1wsURXuQFZaDFtOA"
"32";"GSMaholic";"Entertainment";313000;162;3220000;"2021-05-12";"http://www.youtube.com/channel/UCHpQ4y8AxUUDDWy_N1iiWkA"
"33";"brokxn";"Entertainment";296000;51;92300000;"2021-04-23";"http://www.youtube.com/channel/UCUC3Trcu1gNJ4rJZv1W5fTw"
"34";"DjecjaTV";"Entertainment";292000;1488;265000000;"2021-04-22";"http://www.youtube.com/channel/UCr6FCfJeMgYbLWPiqAOKbYw"
"35";"Marko Vuletiæ";"Entertainment";281000;271;48200000;"2021-05-12";"http://www.youtube.com/channel/UCUJ1Q558nDOgrCkYd-1AoQQ"
"36";"Nika Ilèiæ";"Entertainment";271000;192;32600000;"2021-03-19";"http://www.youtube.com/channel/UCk5C2dKcJbgwSfjZrMvJHBQ"
"37";"Malajski Tapir";"Gaming";268000;955;82500000;"2021-05-14";"http://www.youtube.com/channel/UC8P837qhN0mpfipm2-7hL9A"
"38";"COFI";"Gaming";266000;730;55700000;"2021-05-14";"http://www.youtube.com/channel/UCBMNOSCMUzSrNJAr0pqB9Bw"
"39";"lignum";"Howto & Style";258000;80;24000000;"2021-04-18";"http://www.youtube.com/channel/UCfSdejZFhw0rrDFlj9McyNA"
"40";"Jelena Rozga";"Music";254000;296;418000000;"2021-01-15";"http://www.youtube.com/channel/UCqQ8dna-4vF7I7FRqD5bGEw"
"41";"SAFARI DUHA";"Education";252000;784;129000000;"2021-05-04";"http://www.youtube.com/channel/UCBEipHW5jNHITTkNXJHPD1g"
"42";"Ženski Svijet";"People & Blogs";250000;498;140000000;"2021-05-07";"http://www.youtube.com/channel/UCMT4kRrxw1EsP8mWz8Pjl6A"
"43";"English with Adriana";"Education";249000;286;9430000;"2021-03-12";"http://www.youtube.com/channel/UCZBgrQkJ5yJThY6XkVCnI7A"
"44";"How To Cook Smarter";"People & Blogs";226000;107;12500000;"2021-05-06";"http://www.youtube.com/channel/UCHUu8I_NKRzNeoDL4oaoC3Q"
"45";"PIKO";"Entertainment";224000;235;43300000;"2021-05-12";"http://www.youtube.com/channel/UC-e-MFPGOZ-GPqLypny5_mw"
"46";"ŠljokastePrezle";"Comedy";222000;892;68000000;"2021-06-21";"http://www.youtube.com/channel/UCBYJh9a5fniP9HypwCAPm3g"
"47";"Natašine Slastice";"People & Blogs";220000;234;48600000;"2021-05-11";"http://www.youtube.com/channel/UCBx1qY_d37p8nvODF2-WLJg"
"48";"24sata";"Entertainment";217000;2816;150000000;"2021-05-12";"http://www.youtube.com/channel/UCpJNsBEupVtlLlVIYw-kFpg"
"49";"GKShowcase";"Sports";211000;217;23700000;"2021-05-07";"http://www.youtube.com/channel/UCg5COMokaFxczQAoUhH0rnw"
"50";"iGRANDiA - Najbolja igra pod Suncem";"Entertainment";206000;87;111000000;"2021-04-15";"http://www.youtube.com/channel/UChkSewydUfhTT3Dx5cxRH1w"
"51";"Shime HD";"Gaming";205000;731;40200000;"2021-04-12";"http://www.youtube.com/channel/UCZ2gX52AfOl1h2gzyK1shog"
"52";"LUKA SULIC";"Music";204000;56;26100000;"2021-04-03";"http://www.youtube.com/channel/UCm9MJM9JbwjilkOX7zUtm7A"
"53";"OrangeVideos";"Entertainment";200000;75;305000000;"2021-06-07";"http://www.youtube.com/channel/UC-3_K7CTKsgFRWOp0UtCJsQ"
"54";"Balkan UFO";"People & Blogs";199000;265;59800000;"2021-05-09";"http://www.youtube.com/channel/UCLm9qTrZE6wE1pE0GuBP1nQ"
"55";"AVmake";"Entertainment";191000;110;25600000;"2021-05-23";"http://www.youtube.com/channel/UCXXi-9bww2TMBvoMztDG1_A"
"56";"Podcast Inkubator";"Entertainment";190000;4311;156000000;"2021-05-11";"http://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg"
"57";"Jelena Peric";"Howto & Style";185000;63;7500000;"2020-05-05";"http://www.youtube.com/channel/UC-lKgRxtbuCgUdgtpu3L2-g"
"58";"Ela JerkoviÄ<U+0087>";"Entertainment";185000;70;21800000;"2021-05-07";"http://www.youtube.com/channel/UCAH0dq1AKdQNBQlav3vkNhQ"
"59";"The Voice Croatia";"Entertainment";185000;928;160000000;"2020-12-17";"http://www.youtube.com/channel/UC6UzRJdeGWsUhaXcNQUHT0w"
"60";"Archer7";"Gaming";182000;856;23700000;"2021-05-15";"http://www.youtube.com/channel/UCJIwUJfjLiuQh-H680ZJ7aA"
"61";"Bloo TV!";"Education";181000;145;43000000;"2020-09-15";"http://www.youtube.com/channel/UCyZx_hwb_OoG-l9PwQz7A7A"
"62";"OpaOsiris";"People & Blogs";180000;400;46300000;"2020-05-28";"http://www.youtube.com/channel/UCrVj8HsM8pLMbhLK28Cj_Mw"
"63";"Lacho WoT Replays";"Gaming";173000;27894;157000000;"2021-05-11";"http://www.youtube.com/channel/UC9sTzU2GhbmLBMjYg7an8_w"
"64";"xniks2x";"People & Blogs";172000;196;20500000;"2021-04-28";"http://www.youtube.com/channel/UCe9UxVjclnQVX8P4grTeIIA"
"65";"GALLASANDALLA";"Gaming";168000;659;39000000;"2021-05-17";"http://www.youtube.com/channel/UC3tlYwvZ1a-ICoVYzQGL51A"
"66";"DinoZockt";"Gaming";168000;709;20100000;"2021-05-04";"http://www.youtube.com/channel/UCxt46SQFjkCEVonIYYRdX7g"
"67";"H of The Stage";"Education";166000;253;20400000;"2021-05-07";"http://www.youtube.com/channel/UCN9E2ljxp59gdx1uyyNc9OA"
"68";"thelazyWAVE";"Entertainment";165000;106;17100000;"2018-02-03";"http://www.youtube.com/channel/UCF6M05-m6qhUtd3wv9hXGjA"
"69";"Svenky";"Entertainment";165000;223;23000000;"2021-05-13";"http://www.youtube.com/channel/UCbm4uUp75X2XtmPaXSFiy9g"
"70";"Ko Bi Reko";"Education";160000;620;26200000;"2021-04-26";"http://www.youtube.com/channel/UCkWTdcMekqQzwQ4RdCKIEag"
"71";"Slatko od Dunje";"Travel & Events";160000;146;27100000;"2021-01-03";"http://www.youtube.com/channel/UC55CopOVreQJkUm9rTQeyuQ"
"72";"Magic Leon";"Comedy";158000;87;12700000;"2020-06-23";"http://www.youtube.com/channel/UCSwn3f3ErmmDFDQnxdYif3w"
"73";"AutoMarket.hr";"Autos & Vehicles";158000;1584;76000000;"2021-05-07";"http://www.youtube.com/channel/UCwslAYK88ax-ITOE4uIiteQ"
"74";"sprEEEzy";"Gaming";157000;736;29000000;"2021-05-04";"http://www.youtube.com/channel/UCNUfNaego-snWXd8vygfpAg"
"75";"Damon Empero";"Music";154000;19;37400000;"2021-05-01";"http://www.youtube.com/channel/UCsGztxjStsz2AQaZYxVpXdA"
"76";"KakoLako";"Comedy";152000;64;17600000;"2021-03-13";"http://www.youtube.com/channel/UCQoepmGP47BwoH2kUazt-HA"
"77";"TV Zone";"Film and Animation";151000;23;87800000;"2021-03-24";"http://www.youtube.com/channel/UCnF4mBGc8_cNjHViSt20XAg"
"78";"Naša mala klinika (NMK) Hrvatska HD";"Comedy";151000;113;188000000;"2015-04-01";"http://www.youtube.com/channel/UCxr7m2o9zjnjUUt4yeMXLqQ"
"79";"MM. Mia";"Howto & Style";149000;290;33600000;"2021-05-02";"http://www.youtube.com/channel/UC3S-wwKL2bB0mDgggYA6PNA"
"80";"BiBi Andy";"People & Blogs";148000;205;23100000;"2021-05-02";"http://www.youtube.com/channel/UC1OUTQ_3b9llyNAuLJRh3Qg"
"81";"Epic Workshop";"Howto & Style";148000;41;10100000;"2021-04-30";"http://www.youtube.com/channel/UCYZm1vNmk0x_nqGu9wHKv0A"
"82";"PETAR GRAŠO (official)";"Music";143000;74;155000000;"2020-10-05";"http://www.youtube.com/channel/UCJU8bOKso4UDSys4w80Iq0A"
"83";"CholaPC";"Gaming";142000;700;22700000;"2021-05-06";"http://www.youtube.com/channel/UC3F69BDZSL1bDmxxe20Qjyw"
"84";"Breath Diving";"Pets & Animals";142000;30;80200000;"2021-02-09";"http://www.youtube.com/channel/UC0QkqCuSyg63x9mEnvA091Q"
"85";"PvtMole";"Gaming";140000;1107;27200000;"2021-04-08";"http://www.youtube.com/channel/UCEwVcbhXuCpGFFj9b7Om5DQ"
"86";"Let'sPlay Together";"People & Blogs";139000;16;22700000;"2020-07-27";"http://www.youtube.com/channel/UCURBkZiyZC0eYVTQr9_WKDA"
"87";"PLANET LILLE";"Music";139000;341;164000000;"2021-05-09";"http://www.youtube.com/channel/UC9JUAPmWSmnyznDSXYmyvEQ"
"88";"crospotter13";"Autos & Vehicles";138000;1366;105000000;"2021-06-01";"http://www.youtube.com/channel/UC2rGRfQ43ZzAeULkUgdb1Fw"
"89";"Mr IMBUS";"Howto & Style";138000;51;42700000;"2021-04-16";"http://www.youtube.com/channel/UCDCDdX5N4ebK2LIXj3CfWWw"
"90";"Tv Loki";"People & Blogs";135000;17276;151000000;"2021-05-13";"http://www.youtube.com/channel/UC5LNL3UojxJS_3alzkvr0Aw"
"91";"DorianGames";"Entertainment";132000;1057;31600000;"2021-04-28";"http://www.youtube.com/channel/UCkYCP6OwuKIlFjgsoo2Hp0g"
"92";"Mario Maras";"Entertainment";132000;101;84200000;"2021-04-16";"http://www.youtube.com/channel/UCk-PBV0snfSyr4HTfH8sC1Q"
"93";"Minnemi";"Comedy";132000;129;27900000;"2021-05-22";"http://www.youtube.com/channel/UCHlhvMWUbrqfI5cvMmAvjsA"
"94";"Ultimate Football Skills 2000";"Sports";132000;65;17800000;"2021-03-02";"http://www.youtube.com/channel/UCckbgQSiU1LsD6kEXQE-szQ"
"95";"zzeebo";"Comedy";131000;64;26500000;"2020-07-29";"http://www.youtube.com/channel/UCIngZq74QuD7KEC420JgEmw"
"96";"Mr. Monèina";"Entertainment";131000;121;14800000;"2021-04-05";"http://www.youtube.com/channel/UCMUhExepsYWB1_vzxRWrezw"
"97";"Davor Gerbus";"People & Blogs";131000;121;11300000;"2021-05-13";"http://www.youtube.com/channel/UC6R6b-nXbO3sNw2bYVF-4Iw"
"98";"Veronika Rosandic";"People & Blogs";128000;189;16600000;"2021-04-16";"http://www.youtube.com/channel/UCZbO0PnX_55YhP5Z0SgPfjg"
"99";"Grupa Magazin";"Entertainment";127000;426;240000000;"2020-10-14";"http://www.youtube.com/channel/UC2lROwL6MZ9zuZ-sAUbDwSA"
"100";"Scardona";"Music";125000;1220;267000000;"2021-05-13";"http://www.youtube.com/channel/UC9No7MMMurJWfP4JDf9fgyw"
"101";"Gabudizator Conditioning";"Sports";124000;555;21400000;"2021-06-16";"http://www.youtube.com/channel/UC_TMJABetLXqZzSBNPsXd_A"
"102";"Ema Luketin";"People & Blogs";123000;147;22300000;"2021-05-12";"http://www.youtube.com/channel/UC3fLrQQhiRFQRGv8MCE9zHA"
"103";"Hanging Pawns";"Education";122000;787;10700000;"2021-05-28";"http://www.youtube.com/channel/UCkJdvwRC-oGPhRHW_XPNokg"
"104";"Quiet Book - My Felting Dreams, Petra Radic";"Entertainment";119000;128;40600000;"2021-05-08";"http://www.youtube.com/channel/UCmMIVosdumYbJ3sPBX-hNGw"
"105";"CEMU TO";"Entertainment";119000;106;5820000;"2021-04-22";"http://www.youtube.com/channel/UCauVnGlJCeRJWyr533X1FQg"
"106";"TrobeY";"Gaming";118000;1016;41100000;"2021-05-07";"http://www.youtube.com/channel/UCSvdsc-1LDADqCy_LPKMPqw"
"107";"Fico";"Gaming";118000;533;21700000;"2021-05-14";"http://www.youtube.com/channel/UC4LkrvYh-rQSsQJB4GBRiiw"
"108";"BankosMagic";"Entertainment";115000;60;10800000;"2020-07-11";"http://www.youtube.com/channel/UCVmW7pCjASp_pMCnk8Il01g"
"109";"Zoja & Asja Family";"Entertainment";113000;216;49600000;"2021-05-07";"http://www.youtube.com/channel/UCisXoaKqfnHhXLyLLIzBnMA"
"110";"S<U+043E>cial C<U+0430>pital";"Autos & Vehicles";112000;0;0;"2020-11-02";"http://www.youtube.com/channel/UCle1nsA2zCJe72XYCz3yYbA"
"111";"JavaScript Mastery";"Education";110000;48;3180000;"2021-04-28";"http://www.youtube.com/channel/UCmXmlB4-HJytD7wek0Uo97A"
"112";"Mr. Hydden";"Music";109000;100;54500000;"2021-05-08";"http://www.youtube.com/channel/UCvLmFiYFJcgnQUO839fAIWg"
"113";"Lavvek";"Gaming";109000;516;19200000;"2021-05-11";"http://www.youtube.com/channel/UC3JfHd9QpZcWhYz57BvbWwA"
"114";"Karchy";"Entertainment";109000;40;6880000;"2020-08-29";"http://www.youtube.com/channel/UCufEAYsegdXAd6LfNMkO27g"
"115";"NickVenture1";"Education";109000;3604;70000000;"2021-05-13";"http://www.youtube.com/channel/UCSRFw4ErTwG19PPzEWYddFQ"
"116";"Only Fire";"Music";109000;31;24800000;"2021-04-07";"http://www.youtube.com/channel/UC8jaowtDzGO0GiuAA1ZX3QA"
"117";"Ivana BlaA3oti MijoÄ<U+008D>";"Entertainment";108000;476;30200000;"2021-05-09";"http://www.youtube.com/channel/UCFGAUDUE5sE_Y2AB4xbYmQg"
"118";"Eroktic";"Gaming";106000;759;17900000;"2021-04-16";"http://www.youtube.com/channel/UCHmvQlYVHbkm4oKkgqezgIg"
"119";"TECHXPOSE";"Gaming";106000;612;13800000;"2020-01-29";"http://www.youtube.com/channel/UC25vaVX1iqXs2gdf3EFL-Uw"
"120";"KAMBER izam";"Education";106000;490;24700000;"2021-05-25";"http://www.youtube.com/channel/UC2gEFtlXhCFucdR4O-HVgXw"
"121";"Mistakia";"Music";105000;39;157000;"2020-11-30";"http://www.youtube.com/channel/UC2OmW4hyvgEz1D2v5MhOC0Q"
"122";"CyberRampage";"Gaming";105000;432;23500000;"2020-06-28";"http://www.youtube.com/channel/UCj2-6QHLuGFKmhMYMLucJiA"
"123";"Istriano";"Entertainment";105000;104;809000;"2020-11-23";"http://www.youtube.com/channel/UCs2jbh-Y3fef6BIqxsIVOxA"
"124";"SOS Kuhinja/Kitchen";"Howto & Style";103000;632;26300000;"2021-05-11";"http://www.youtube.com/channel/UCKLrKAhfRYqWegvDy92uRPw"
"125";"Serval Channel";"Film and Animation";102000;170;40800000;"2021-05-02";"http://www.youtube.com/channel/UCz1XhjLiTfc5Pr1-IEkJFRg"
"126";"Dorian";"Entertainment";102000;430;13700000;"2021-05-13";"http://www.youtube.com/channel/UC1I8MF4B9j1XMNEAEv6q45g"
"127";"Kazinkies";"Education";101000;37;11100000;"2021-05-10";"http://www.youtube.com/channel/UCUVbzhhumLK6fve8xqbgCKw"
"128";"Recepttura";"Howto & Style";100000;241;16700000;"2021-04-29";"http://www.youtube.com/channel/UCoIZ3jeqmZt9SNR5ASM7XpA"
"129";"Doris Stankoviæ";"Comedy";100000;224;12500000;"2021-03-22";"http://www.youtube.com/channel/UCarhFPmfTP1n4aWLyhGbo9Q"
"130";"BASSI";"Gaming";99800;561;11400000;"2021-03-14";"http://www.youtube.com/channel/UCaZYpedZ4BXvnEozXhG_uqg"
"131";"Fitzone.hr by Borna Butijer";"Education";97200;245;8000000;"2021-04-30";"http://www.youtube.com/channel/UC-usb5sz4pRc01AzouCrlgQ"
"132";"Mali&Mala";"Entertainment";97100;2;32800000;"2017-08-18";"http://www.youtube.com/channel/UCb7podBSWJyTzKeNXAmyweQ"
"133";"SmartphoneHrvatska";"Science & Technology";96600;2606;31000000;"2021-05-10";"http://www.youtube.com/channel/UC2gaZm-9szDJedaprSnXNZA"
"134";"Hrvatska radiotelevizija";"News & Politics";93900;9970;140000000;"2021-06-25";"http://www.youtube.com/channel/UCweBO4bfRZgu33OMPYlehlg"
"135";"Animirani filmovi na hrvatskom";"People & Blogs";93000;102;41200000;"2020-04-13";"http://www.youtube.com/channel/UCgj-ElAfz-yeQVRyZ6g8ZpA"
"136";"Nicipig";"Gaming";92500;171;6250000;"2021-04-14";"http://www.youtube.com/channel/UCcM8G61g5u20N-A1H6fznRg"
"137";"Progi";"Gaming";92000;1095;42900000;"2021-05-15";"http://www.youtube.com/channel/UCDhLbkzwqe4KliG6FDTLCfQ"
"138";"ProGam3r";"Gaming";91400;412;19700000;"2021-05-08";"http://www.youtube.com/channel/UCdSvV-BN0kmokND-jaxP8rg"
"139";"Watch Geek";"Howto & Style";91300;426;20600000;"2021-05-08";"http://www.youtube.com/channel/UCjNlgOaVMEplqno-I-IbYuA"
"140";"Pave Elez";"Entertainment";89600;167;9000000;"2021-04-25";"http://www.youtube.com/channel/UC4-WdjKX0JnxINAO6WCOswA"
"141";"Vivid Cinema";"Comedy";89200;550;24200000;"2021-05-04";"http://www.youtube.com/channel/UCGEsvPmZN1T3_Xekh_HwyGw"
"142";"Ella";"People & Blogs";88100;174;19200000;"2021-05-17";"http://www.youtube.com/channel/UCwE-ro2vtQ5wVs9A72UFOPw"
"143";"Zdravlje 69";"Education";87600;246;29000000;"2021-05-23";"http://www.youtube.com/channel/UCAtauRqVcqxBk6Msz6TfTnQ"
"144";"Julian Hiti";"Music";87500;1364;87300000;"2021-05-02";"http://www.youtube.com/channel/UC8cM7tsEqPoDPChVyv_8bNg"
"145";"Mashin' the Beauty";"Howto & Style";85900;477;16500000;"2021-05-15";"http://www.youtube.com/channel/UCIIMBF5bE6dmjLBLug7fzUQ"
"146";"Marco Cuccurin";"People & Blogs";85600;128;11100000;"2021-05-09";"http://www.youtube.com/channel/UCBiibN6h4QkW6hAYYloasSg"
"147";"Paklara";"Gaming";84200;186;22100000;"2021-05-16";"http://www.youtube.com/channel/UCdTQmULoNrzlMmLsaHn2U_g"
"148";"LaudatoTV";"Nonprofits & Activism";83700;8124;30600000;"2021-05-15";"http://www.youtube.com/channel/UCMNltXN6fWur0K8Z1oubFPA"
"149";"Campus Records";"Music";83100;335;146000000;"2021-04-08";"http://www.youtube.com/channel/UCZh-XESy8HkmvfhoPWRCehw"
"150";"Leonardo Lamon";"Comedy";80900;188;6360000;"2020-10-14";"http://www.youtube.com/channel/UCL8VK9PGVB7M4-32QI2i7bg"
"151";"Danèi";"Entertainment";80600;449;11100000;"2021-05-13";"http://www.youtube.com/channel/UC7Y-C7E6wrmlYOPrW7hxxRA"
"152";"Bruno Lukic";"Comedy";78400;142;9700000;"2021-05-09";"http://www.youtube.com/channel/UCsx9CRFtOozN4y-U1mMeNBw"
"153";"Rampaa4you";"Gaming";78100;462;7300000;"2021-02-28";"http://www.youtube.com/channel/UCM9j98qNrmz7-XMy8cZHTAQ"
"154";"Krooncheck";"People & Blogs";76800;295;21100000;"2020-12-28";"http://www.youtube.com/channel/UCv0YpI7M47wyR7xcNHcmYUg"
"155";"SmashinBeauty";"Howto & Style";76500;372;21100000;"2020-01-15";"http://www.youtube.com/channel/UCS803w0Fa9epkPuYUyeClBQ"
"156";"Fran Laus";"Entertainment";76400;110;7610000;"2021-04-09";"http://www.youtube.com/channel/UC2s4JqCKB0gqwqRauQSj9hg"
"157";"Super Kamion - Auto Gradu";"Film and Animation";76000;719;49400000;"2021-05-07";"http://www.youtube.com/channel/UChkBcJR8tGD2NSL0uDZw7qQ"
"158";"Zapresic Boys";"Music";75400;39;46100000;"2021-05-13";"http://www.youtube.com/channel/UC0LFJfNvdL9duA0KIjSGBIw"
"159";"Flambass";"Gaming";75400;1473;39300000;"2021-05-12";"http://www.youtube.com/channel/UCJvPHnm-qNEUsNhx47s9qxw"
"160";"Tabi TV";"Entertainment";75000;85;24600000;"2019-09-25";"http://www.youtube.com/channel/UCmWUTlbrA8NBlBKL1IzHE9Q"
"161";"Twisted - HoneyBunnyGames";"Gaming";74200;4474;18500000;"2021-05-08";"http://www.youtube.com/channel/UClMqSZGpDSYUyFVcRNbAXtA"
"162";"Suzana Emes";"People & Blogs";74100;617;22100000;"2021-05-09";"http://www.youtube.com/channel/UCiVSn99kbkPvUE0xhEeJA9w"
"163";"MENART";"Music";73100;686;94800000;"2021-05-07";"http://www.youtube.com/channel/UC3P94H6rDb1pv0KFnpkkWrQ"
"164";"Street Brothers";"Sports";72800;79;6410000;"2021-04-10";"http://www.youtube.com/channel/UCAW4mE1h7CCumovgrWOtkGA"
"165";"Dario Ban";"Entertainment";72100;50;95900000;"2021-03-02";"http://www.youtube.com/channel/UCJ-O9X2mJTfvFnOtbV-o_Rg"
"166";"MKcomps02";"Sports";71500;86;27600000;"2021-05-10";"http://www.youtube.com/channel/UCRv1hgj7THy_ldQZdRpxJLg"
"167";"Slavica de Jong";"People & Blogs";71500;314;20700000;"2021-05-19";"http://www.youtube.com/channel/UCbRM25R4FaF9qqAHHpaqceQ"
"168";"Andrea's Workshop";"Howto & Style";70900;188;7860000;"2021-04-18";"http://www.youtube.com/channel/UCIgcC0FXCaKROxx6LHZSZdg"
"169";"RimacAutomobili";"Autos & Vehicles";70800;74;6950000;"2021-04-25";"http://www.youtube.com/channel/UCazaXum4NCxzEGyBZ-HNlQg"
"170";"First Order Lego";"Entertainment";70200;167;12900000;"2021-05-07";"http://www.youtube.com/channel/UCZ5mlcNske2N68vxc4vi5Aw"
"171";"IvanPernarTV";"News & Politics";69300;426;15500000;"2021-05-08";"http://www.youtube.com/channel/UCf72ndojwhByNjXDDLw7kww"
"172";"zlatkio";"Gaming";69200;2495;44000000;"2021-05-22";"http://www.youtube.com/channel/UCb2q8fTmT-FYxZP2EZjIztw"
"173";"MMA Kingdom";"Entertainment";68600;14;1200000;"2020-05-02";"http://www.youtube.com/channel/UCSP_YKl3kw_5t2VROiYvgDg"
"174";"The Djubre";"Gaming";68400;589;15000000;"2019-04-30";"http://www.youtube.com/channel/UCeTZGaNWXoqEMLAlpVxb8yA"
"175";"UFO Beats";"Music";68300;4373;29700000;"2021-05-10";"http://www.youtube.com/channel/UCfHJRUpF8FlM4FQ0zUtZIMA"
"176";"Anita Šimunoviæ";"People & Blogs";67500;320;19700000;"2021-05-14";"http://www.youtube.com/channel/UCnGDIuIJ95p4fuuZl52lABQ"
"177";"DjeÄ<U+008D>aci KANAL";"Music";66500;171;71700000;"2021-04-04";"http://www.youtube.com/channel/UCwRlNAP08kuMZUrjkCFss-w"
"178";"TheBoss Gaming";"Gaming";66300;229;27300000;"2021-05-19";"http://www.youtube.com/channel/UCGuJRs0uaXHO6u7QR_h55Ew"
"179";"Mr. Cigvan";"Gaming";66000;126;12600000;"2021-02-01";"http://www.youtube.com/channel/UC-iY3JsoqeOt0IqxJ5pGR6Q"
"180";"Toni Milun";"Education";65700;1887;47300000;"2021-05-11";"http://www.youtube.com/channel/UCMTNwJwYVm7MRmyMLOqIuqA"
"181";"GameOfBros";"Gaming";65500;667;15800000;"2020-04-15";"http://www.youtube.com/channel/UCbBmunJMwM5USC7FHS-YGJQ"
"182";"Dom na kvadrat";"Howto & Style";63500;2112;44500000;"2021-05-07";"http://www.youtube.com/channel/UCTsMVCiUurev7pGYSXR4Y6Q"
"183";"RPG Division";"Gaming";63500;2508;39900000;"2021-05-13";"http://www.youtube.com/channel/UCGZbGGNWP_oXDfRnUWks9uw"
"184";"Marin Ivanoviæ - Stole";"Music";63300;204;31700000;"2021-06-24";"http://www.youtube.com/channel/UCwIMybe3b_6hd69nZUauO2Q"
"185";"Index Video";"Sports";63300;4097;96200000;"2021-06-23";"http://www.youtube.com/channel/UCUp6H4ko32XqnV_6MOPunBA"
